label,insect_id,segment,start,end,absBandRatio_50_100,absBandRatio_100_150,absBandRatio_150_200,absBandRatio_200_250,absBandRatio_250_300,absBandRatio_300_350,absBandRatio_350_400,absBandRatio_400_450,absBandRatio_450_500,absBandRatio_500_600,absBandRatio_600_800,bandRatio_150_350,bandRatio_200_300,bandRatio_350_800,lowHighRatio_150_350_to_350_800,spectral_entropy_mean,spectral_entropy_median,spectral_entropy_std,spectral_flatness_mean,spectral_flatness_median,spectral_flatness_std,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_std,spectral_bandwidth_max,spectral_bandwidth_p95,ridge_freq_mean,ridge_freq_median,ridge_freq_std,ridge_freq_range,ridge_freq_mean_abs_diff,mfcc_00_mean,mfcc_00_std,mfcc_00_median,mfcc_01_mean,mfcc_01_std,mfcc_01_median,mfcc_02_mean,mfcc_02_std,mfcc_02_median,mfcc_03_mean,mfcc_03_std,mfcc_03_median,mfcc_04_mean,mfcc_04_std,mfcc_04_median,mfcc_05_mean,mfcc_05_std,mfcc_05_median,mfcc_06_mean,mfcc_06_std,mfcc_06_median,mfcc_07_mean,mfcc_07_std,mfcc_07_median
bee,bee_05,16,3195,3224,0.099818,0.116848442,0.12968347,0.099187084,0.125397023,0.109954071,0.090741615,0.071266065,0.041538292,0.069673884,0.045892054,0.464221648,0.224584107,0.319111911,1.454729929,0.896140448,0.892241684,0.043588289,0.561101496,0.54454211,0.186262747,265.6527415,255.3770866,67.52507651,145.2207927,143.9957095,28.24852455,215.8312103,197.1201413,199.8018755,184.755068,114.052958,527.871622,51.28752689,13.46421053,3.69685388,13.5270825,3.786471713,2.279347254,4.013181314,-1.237413664,1.482681764,-1.01238345,-0.221663115,0.750558493,-0.289439483,-0.150382839,0.427727229,-0.120252878,0.006367867,0.250082323,0.002944489,-0.089684577,0.154331388,-0.0786834,-0.000100004,0.104339077,0.007399751
bee,bee_05,16,3210,3239,0.140516946,0.1496803,0.151349259,0.106818627,0.123734817,0.09637878,0.069229538,0.047306005,0.025214177,0.043494747,0.046276805,0.478281483,0.230553444,0.231521271,2.065820914,0.894102243,0.898387259,0.047157691,0.580520078,0.598186717,0.183196508,249.1804111,245.3535549,44.51268517,152.8252472,155.7294093,26.85576341,218.0922431,195.4407058,152.4414309,171.558277,74.61815515,316.722973,49.48796463,12.87836179,3.991304295,12.5198223,4.163711394,1.642772963,4.014214395,-0.559009258,0.821304749,-0.525974917,-0.50585311,0.619818273,-0.396451228,-0.018492931,0.288848424,-0.04036075,0.030039851,0.211763549,0.037015045,-0.093185445,0.107818213,-0.082660996,-0.011070843,0.086322966,0.015039753
bee,bee_05,16,3240,3269,0.097347477,0.12258169,0.145716252,0.116384833,0.148966781,0.125544556,0.092385695,0.059902921,0.028201484,0.036796454,0.026171855,0.536612423,0.265351614,0.24345841,2.204123585,0.902258128,0.901822003,0.045885056,0.569144178,0.587851635,0.208865761,269.3909945,269.0711005,50.47685903,145.5556994,143.7623848,30.52101161,215.5275237,198.5500218,196.7185132,197.951858,84.01090719,448.690879,52.08733241,15.23773082,3.918799934,15.1131402,4.100975677,2.049588856,4.020183916,-1.46588375,1.220918699,-1.283726548,-0.268229815,0.732637409,-0.319483948,0.055846927,0.316613972,0.056372831,-0.08767606,0.2504667,-0.038281328,-0.055958415,0.159959607,-0.046807301,-0.008411938,0.112188372,0.002259907
bee,bee_05,16,3270,3299,0.072185284,0.093107815,0.11481238,0.096191468,0.132149856,0.124814019,0.1072638,0.084426968,0.048050017,0.076718613,0.05027978,0.467967723,0.228341324,0.366739179,1.276023261,0.914307341,0.915379222,0.03744833,0.630957987,0.638402197,0.17029194,306.2068862,298.103676,72.65602715,151.8724935,149.5352305,29.69988864,226.7127831,206.7961693,237.0488918,224.345439,128.0650012,514.674831,53.88689477,14.8993048,3.702016024,15.16340152,2.572694003,2.33483179,2.892551044,-1.571104411,1.713309175,-1.404009519,-0.137263769,0.706031488,-0.15046023,-0.269524218,0.427572608,-0.195047759,0.019713977,0.223459077,0.053962996,-0.111708203,0.175496677,-0.079860501,-0.012204859,0.099779081,-0.004771491
bee,bee_05,16,3300,3329,0.10469313,0.127095196,0.144044335,0.110104676,0.135777797,0.11193985,0.083840135,0.058612471,0.03110866,0.049824758,0.042958993,0.501866658,0.245882473,0.266345016,1.884272756,0.916058399,0.916414656,0.042697992,0.634373702,0.646703187,0.181902104,289.0567226,293.9841564,50.26291955,152.4258619,148.7081444,27.44224454,223.9140355,201.3864243,222.0020838,237.54223,79.40101749,395.903716,52.3872595,12.00628964,3.157238214,12.52127955,3.380864249,1.711280572,3.366745367,-1.40260418,1.178898415,-1.162841117,-0.236856646,0.705328655,-0.254382158,-0.141420777,0.326364013,-0.129144675,-0.036714454,0.218186392,-0.02531751,-0.075976218,0.142907924,-0.080177749,-0.038058538,0.099479976,-0.030410947
bee,bee_05,16,3362,3391,0.133178099,0.157319433,0.170756264,0.123613987,0.141299162,0.103352611,0.065814464,0.037712187,0.01678694,0.024248484,0.025918368,0.539022025,0.264913149,0.170480443,3.161782172,0.894381812,0.883448553,0.049270526,0.565867799,0.546059916,0.206856684,255.8418098,246.2232607,58.76069435,147.2365673,141.1792773,31.53782909,229.7571095,209.916284,168.4749147,184.755068,84.23678395,409.100507,49.98784301,10.69909768,3.676835607,10.65439016,4.158892757,1.94711223,4.306724781,-0.965152314,1.255609005,-0.708245336,-0.447532809,0.487118775,-0.405825794,-0.011763643,0.29431628,-0.014174126,-0.09592748,0.246680961,-0.037705935,-0.036647202,0.1256565,-0.031068885,-0.029650828,0.083910005,-0.024344984
bee,bee_05,6,1585,1614,0.110636313,0.138481471,0.158469499,0.119925077,0.143722359,0.112097082,0.077433937,0.048991751,0.023798127,0.035461695,0.030982688,0.534214018,0.263647436,0.216668198,2.465585732,0.907672026,0.907063793,0.045719248,0.599267653,0.589481591,0.207703905,279.640856,278.8643851,55.06232173,149.0129734,141.6711977,31.76952087,220.9050217,205.4300508,211.1486487,197.951858,78.52411218,395.903716,42.38969095,12.04195447,3.687505957,12.09643461,3.727643318,2.044007099,3.226144485,-1.419306234,1.305661387,-1.243969399,-0.356344911,0.574451704,-0.331021219,-0.084864101,0.355828518,-0.068732008,-0.081047103,0.216642207,-0.07529089,-0.068249931,0.136844996,-0.06049531,-0.028869274,0.109932134,-0.009492645
bee,bee_05,6,1945,1974,0.091202782,0.112309259,0.131305808,0.104380679,0.134959402,0.117768027,0.092698661,0.066835641,0.035732674,0.057168357,0.05563871,0.488413917,0.239340081,0.308074043,1.585378347,0.929595107,0.929166095,0.03789676,0.705705561,0.708470703,0.161789302,304.4240763,303.4557969,52.87686268,164.6274532,161.6923109,28.0567356,223.2215456,210.5444674,217.6853767,224.345439,97.87650637,475.08446,47.78837794,10.08387129,2.851934737,9.708539199,2.707053346,1.614353018,2.675759876,-1.169050918,1.131757277,-1.113120307,-0.34665566,0.596613898,-0.51782176,-0.025203274,0.251896245,-0.047291304,-0.083404009,0.169364232,-0.071269515,-0.068007462,0.090924172,-0.063096343,-0.012192016,0.063298544,-0.007274274
bee,bee_05,6,1990,2019,0.144131915,0.156639959,0.158982297,0.110571871,0.124006457,0.091548476,0.061985852,0.040752842,0.021830112,0.040427004,0.049123214,0.485109101,0.234578328,0.214119024,2.265604855,0.919969822,0.935180028,0.053132077,0.680449148,0.730283607,0.214409847,278.0873272,278.6769736,65.5675689,169.0317798,172.4755718,33.13096828,228.0165981,215.3717785,162.5548592,184.755068,107.8485799,739.02027,66.7837583,12.76506226,4.167968563,12.78035016,3.298932235,2.0079567,2.992315732,-0.492733327,0.623348851,-0.543663108,-0.459368176,0.53279437,-0.332408695,-0.0466868,0.243032599,-0.05898202,0.010618052,0.124385517,0.019949735,-0.089368872,0.121528864,-0.055982638,-0.004593052,0.077971877,-0.001608204
bee,bee_05,6,2110,2139,0.106956992,0.130546793,0.149379738,0.115353561,0.143470872,0.118388773,0.086862469,0.057340027,0.027828458,0.037709286,0.026163032,0.526592943,0.258824433,0.235903273,2.23224094,0.898282811,0.894462867,0.042591811,0.533599222,0.502401031,0.200491556,270.9743714,265.4392227,52.7563015,137.3925916,134.7842367,27.95544243,209.3997245,193.1579161,225.5787841,224.345439,100.4308534,461.887669,64.28436607,17.64800954,3.469565008,18.02187854,4.244677166,2.181772876,4.489730996,-1.92856413,1.181910953,-1.930158817,0.008275879,0.742108711,-0.008367808,0.037622011,0.309961607,0.045128489,-0.136243176,0.236346358,-0.130843863,-0.018666259,0.17201468,-0.017789358,-0.012434662,0.120441556,0.001549853
bee,bee_05,6,2140,2169,0.067631824,0.084582296,0.101975254,0.08493982,0.118364241,0.116778659,0.107906802,0.093185728,0.057865088,0.102078078,0.064692209,0.422057974,0.203304061,0.425727906,0.991379631,0.909005053,0.907465286,0.04286908,0.60906924,0.594660884,0.18197019,298.1167135,293.2623941,75.89854504,149.6347782,145.8644624,29.93064241,223.8822964,204.5740531,228.5388119,211.148649,133.3327499,514.674831,63.98443902,14.07799057,4.003428898,14.56695855,2.844402006,2.39007484,2.960596443,-1.503698421,1.667114699,-1.199990069,-0.042934866,0.793699623,-0.085869626,-0.266065798,0.479775451,-0.15266044,0.032012205,0.214580189,0.039704495,-0.130953284,0.184505748,-0.104663701,0.015417931,0.099062652,0.024553938
bee,bee_05,6,2170,2199,0.134234183,0.155383723,0.167070579,0.121184268,0.140195095,0.105166761,0.06943741,0.041344244,0.018725344,0.025554031,0.021704362,0.533616702,0.261379363,0.176765391,3.018784952,0.867471854,0.858481035,0.038007893,0.418161213,0.356457226,0.18159483,232.5060906,226.7558093,37.88547572,125.238123,118.357186,27.8660206,208.1999231,186.9579429,174.8883083,184.755068,77.24662429,356.313345,43.18949632,16.23944861,3.078342399,16.64254622,5.631949909,1.967547472,5.999280606,-1.611048475,1.30503349,-1.721357816,-0.335367997,0.692924562,-0.355462543,0.16441045,0.391796346,0.136732111,-0.189773175,0.309743797,-0.162899298,-0.01852319,0.167558503,-0.012043009,0.008182228,0.128385591,0.015244733
bee,bee_05,6,2200,2229,0.133988213,0.152518128,0.162529542,0.117835134,0.137189535,0.104486697,0.070750113,0.043741072,0.020707124,0.030051329,0.026203112,0.522040908,0.255024669,0.191452751,2.726734954,0.883848932,0.874439094,0.05014993,0.498169205,0.475426933,0.224499189,247.770107,239.7533638,47.6107795,137.2667972,133.9977319,30.54190047,206.6197964,183.0783217,180.5616949,184.755068,68.38973411,277.132602,45.48893714,15.90259852,4.34879745,15.5008425,4.950612436,2.288998981,5.001325065,-1.393945745,1.161147144,-1.240682637,-0.418668923,0.692035441,-0.322256887,0.021973978,0.362265309,3.22E-05,-0.066198858,0.247344751,-0.038256012,-0.091610209,0.168718476,-0.067772743,0.005188142,0.118945992,0.008411194
bee,bee_05,6,2215,2244,0.12752451,0.151007111,0.165492794,0.121555866,0.141805541,0.106944197,0.070797581,0.042411732,0.019542244,0.02803154,0.024886885,0.535798396,0.263361406,0.185669982,2.885756717,0.878340161,0.873607031,0.04543615,0.489466875,0.475806577,0.193934009,241.2854328,236.1685091,42.33760241,136.7048551,134.6592351,28.75489942,211.9803765,186.2069123,164.281542,184.755068,74.39774737,277.132602,43.68937477,15.57022197,4.101082567,15.10701769,4.928907006,1.950721533,4.863825838,-1.15980593,1.322481005,-0.9894639,-0.398880147,0.686708144,-0.328387139,-0.037949817,0.353993745,-0.057049746,-0.018742873,0.281185054,0.015963758,-0.094960333,0.190010837,-0.084209039,-0.005262414,0.114499086,0.009478893
bee,bee_05,6,2445,2474,0.105486448,0.125464448,0.139455153,0.105052369,0.128346396,0.106077025,0.081787451,0.061078861,0.035248441,0.062498085,0.049505324,0.478930942,0.233398765,0.290118161,1.650813379,0.912244368,0.91617012,0.043762945,0.628590546,0.642406398,0.189156715,301.0959036,295.8105688,79.06217369,150.3302904,147.9942862,31.66209063,231.4084722,216.5543488,237.9122332,224.345439,125.4096233,501.478041,45.5889128,12.49617236,3.485515164,12.2044874,2.682383084,2.701013457,2.8360081,-1.419229688,1.423994913,-1.410460439,-0.194614479,0.636414342,-0.27469587,-0.148757199,0.388685567,-0.097226635,-0.034720961,0.231001252,-0.036366728,-0.085051939,0.140650878,-0.063390158,0.011635541,0.095342405,0.006897851
bee,bee_05,6,2465,2494,0.126479397,0.148558414,0.161828004,0.118459512,0.137966055,0.104122897,0.069377479,0.042423909,0.020387576,0.032803698,0.03759306,0.522376467,0.256425566,0.202585722,2.578545324,0.904787654,0.897895328,0.047260825,0.606590115,0.587602993,0.204986674,265.5911199,254.7332853,50.15195936,154.449189,155.3298166,34.15888528,232.4830069,217.8555482,172.9149564,184.755068,78.46892533,303.526183,48.28825633,12.70473036,3.456848835,13.17993714,3.870095055,1.803353955,3.983760213,-0.890847917,1.167339201,-0.741267608,-0.433961019,0.51977933,-0.328210021,0.015584758,0.278050391,0.021886396,-0.082520884,0.209625577,-0.023792411,-0.05393299,0.128588046,-0.050640673,-0.003025271,0.082387405,0.002034853
bee,bee_05,6,2480,2509,0.130801337,0.147583677,0.156410784,0.113225852,0.132045771,0.101243359,0.069684379,0.044714243,0.022558513,0.037990507,0.043741578,0.502925766,0.245271623,0.218689221,2.299728192,0.91479942,0.91674088,0.05107496,0.648772846,0.66808909,0.21577366,279.2485775,267.5632886,60.88799106,161.4517105,166.3254449,36.03976994,236.0456434,221.5838819,175.9983187,184.755068,103.96714,739.02027,61.18511976,11.8318295,4.112957836,12.91939016,3.458948118,1.959784871,3.27707672,-0.823424745,1.127329333,-0.714904843,-0.419531333,0.564295855,-0.390510719,0.005419078,0.269252858,-0.013219314,-0.077154338,0.197594265,-0.045385451,-0.062263628,0.131098029,-0.044702733,-0.004016682,0.084221281,0.002445051
bee,bee_06,20,280,309,0.095605433,0.11674128,0.136814599,0.109705289,0.143318936,0.125934275,0.098390753,0.068512875,0.034246234,0.045332796,0.025397531,0.515773098,0.253024225,0.271880189,1.897060246,0.890034933,0.886447975,0.041851442,0.511604407,0.474034311,0.196986288,257.2357223,253.8575887,49.41493777,137.1437267,130.8547412,28.71855521,210.2626337,193.9314201,187.7150953,197.951858,93.67133468,382.706926,49.18803751,15.39306915,4.430641789,15.03998922,4.557875871,2.106421149,4.603343868,-1.643129377,1.343477154,-1.460336481,-0.197571439,0.804232888,-0.223491,0.040099472,0.382869378,0.042612312,-0.06764169,0.270045871,-0.037460305,-0.071470113,0.18616543,-0.045359535,0.015165029,0.122778384,0.018085863
bee,bee_06,20,310,339,0.086320207,0.105259206,0.120656568,0.093891496,0.119233976,0.103637987,0.084334592,0.066644245,0.040809915,0.083387178,0.095824631,0.437420026,0.213125472,0.371000561,1.179027939,0.904524601,0.904699236,0.043134102,0.589698974,0.623918525,0.187066451,318.3111779,285.8706921,130.6639824,149.8384829,149.0561203,29.58455633,225.7411894,202.3197791,278.7359498,237.54223,208.1223111,739.02027,54.58672455,12.79106075,4.082316493,13.0925308,2.206816063,3.601555264,3.105425634,-1.067173623,1.532151549,-1.136187796,-0.076027664,0.765355724,-0.111296216,-0.142874774,0.406830044,-0.121380242,-0.035417549,0.234165077,-0.015505711,-0.066496277,0.146065667,-0.054967583,-0.018778859,0.112104094,-0.004672264
bee,bee_06,20,530,559,0.094831119,0.12087521,0.144543852,0.115639691,0.148141589,0.125250695,0.092996841,0.061372242,0.029569996,0.039668103,0.027110662,0.533575827,0.263781281,0.250717844,2.128192465,0.892371977,0.887246885,0.042831122,0.509457617,0.473063502,0.201129728,269.0879637,265.6786149,49.40204509,133.9279667,129.2986293,28.04115834,219.0389202,192.8905191,220.768739,224.345439,78.94002656,356.313345,44.98905871,15.68361866,3.213141971,15.96253914,4.452711179,2.151668886,4.382279363,-2.003599663,1.399386812,-1.850116986,-0.247098831,0.688983244,-0.239869521,-0.026421294,0.441199604,-0.000315073,-0.11329716,0.321081803,-0.058720432,-0.057899888,0.181195879,-0.03996143,-0.023014634,0.124473005,-0.009270558
bee,bee_06,20,545,574,0.038261913,0.05522692,0.074940828,0.067632478,0.100150017,0.10402472,0.100498931,0.092051034,0.062145341,0.137546983,0.167520834,0.346748044,0.167782495,0.559763123,0.619454961,0.890095701,0.889938762,0.038704708,0.498190327,0.489626007,0.167889019,363.375279,330.2421688,138.0611848,127.8498278,125.2119776,23.05546731,223.6633775,173.0452984,347.8032647,303.526182,178.446172,739.02027,40.59012853,17.61422663,3.324341071,17.63648793,1.144816555,4.458368753,2.24097653,-1.985739162,2.032682085,-2.199214625,0.219372087,0.78329291,0.230163166,-0.337453509,0.463681039,-0.35294474,-0.007055005,0.310240582,0.001578562,-0.104110661,0.224182725,-0.08889905,-0.010958016,0.138368048,0.005306915
bee,bee_06,20,575,604,0.048112697,0.0609254,0.073793449,0.06126693,0.084787376,0.083690994,0.080006472,0.076237257,0.05531488,0.141462378,0.234402168,0.303538749,0.146054306,0.587423155,0.516729289,0.925821846,0.940416913,0.049776853,0.713682348,0.746085229,0.175694313,494.5207105,517.8783355,119.1047139,176.4112598,177.2111966,33.40913164,232.6626617,221.3841733,592.4988948,646.642736,241.734727,739.02027,52.98711347,10.0205992,4.742062828,8.715166389,-1.175347552,2.664243083,-1.676481228,-0.226030111,1.530237635,0.095130923,-0.19995793,0.733660671,-0.242767859,-0.126891257,0.397860661,-0.098477778,-0.035456444,0.226869415,-0.038637959,-0.054246079,0.159646512,-0.05945264,-0.012154715,0.107805915,-0.007146937
bee,bee_06,20,1875,1904,0.071715389,0.094775455,0.117626064,0.098224209,0.134282036,0.126622289,0.109259678,0.086418887,0.049021172,0.074833231,0.03722159,0.476754598,0.232506245,0.356754558,1.33636582,0.893827042,0.896184829,0.037023881,0.536282183,0.533339452,0.165713176,296.9252278,292.216041,77.52417152,136.5049725,131.77166,27.105736,223.0510841,195.214895,246.1756441,237.54223,129.2575942,488.28125,40.99003125,17.46849409,5.181088421,18.22986427,2.998264514,2.803802105,3.109234386,-2.139765818,1.917354824,-2.241502369,0.009110788,0.741736266,0.066762922,-0.297492825,0.525818759,-0.266683007,-0.018473433,0.281310257,0.008721569,-0.109174008,0.209849773,-0.086207692,-0.000607529,0.12566106,-0.003494622
bee,bee_06,20,1890,1919,0.117029709,0.140317295,0.156564911,0.117577161,0.141510999,0.112115649,0.079194923,0.050987456,0.02467936,0.034512912,0.025509626,0.52776872,0.25908816,0.214884277,2.456060201,0.884263092,0.875385215,0.049574988,0.513697545,0.487617757,0.213816616,247.5069724,244.239078,50.45726563,142.6513401,140.7620673,33.36953777,221.1753029,201.1008122,161.6915177,171.558277,84.18300302,369.510135,57.28606802,16.27246494,5.706091033,16.50209998,4.675804818,2.106214635,4.65918651,-1.066690386,1.509894617,-0.882936262,-0.303014309,0.777012106,-0.277441267,-0.037631588,0.409613446,-0.064225714,-0.038835865,0.240995896,-0.000644473,-0.065801192,0.187452796,-0.068804134,-0.013362197,0.133545888,0.004482138
bee,bee_06,20,1920,1949,0.082575335,0.103281487,0.122829708,0.099701589,0.133203183,0.122796035,0.103825784,0.080604302,0.04506471,0.068194291,0.037923576,0.478530515,0.232904772,0.335612663,1.425841652,0.895175679,0.893947266,0.042717257,0.541920934,0.542029428,0.190408136,263.7970853,257.9888626,56.26884482,143.0881896,142.7688349,28.09365693,228.4011153,197.3538011,198.5685306,197.951858,99.34288739,422.297297,58.285825,16.75556503,5.235574883,16.7000317,4.162656674,2.09607104,4.269746616,-1.426137749,1.478853052,-1.273447692,-0.142551541,0.894045933,-0.248828395,-0.093386747,0.442322624,-0.013535715,-0.013419287,0.247144636,-0.005874909,-0.093595314,0.174413237,-0.070031617,-0.005671957,0.111208845,0.014610197
bee,bee_06,20,1950,1979,0.151766198,0.16935677,0.174009703,0.120460325,0.13218456,0.092887408,0.057825768,0.033612926,0.015841039,0.025386569,0.026668735,0.519541996,0.252644885,0.159335036,3.260688977,0.886559116,0.878855527,0.056632836,0.547873127,0.521029964,0.226809784,242.2146781,232.0152318,60.35573702,147.5706714,145.1326867,33.93421158,215.3937843,207.1216506,136.7779505,158.361486,87.80084049,541.068412,60.48529004,14.66814856,4.801038492,14.1962813,4.480414727,2.166869127,4.636071978,-0.579548602,0.900211957,-0.449070838,-0.49782494,0.560289837,-0.440177665,-0.014625812,0.279031628,-0.00529731,0.023319437,0.200132313,0.028039657,-0.0958736,0.124208602,-0.070768601,0.001016588,0.098038117,0.018240548
bee,bee_06,20,1980,2009,0.109958425,0.124505908,0.135158817,0.102472696,0.129266389,0.112936072,0.09163684,0.069048713,0.037904879,0.05670871,0.030402551,0.479833975,0.231739085,0.285701692,1.679492942,0.899070548,0.89529834,0.052225878,0.574315458,0.567493193,0.224798385,271.2382662,251.6272038,73.48419986,149.1422307,145.3671863,33.59365814,227.1334135,208.391039,175.3816463,184.755068,126.8010373,541.068412,57.68597089,15.14685505,5.719750217,15.21889756,3.725652227,2.582604551,3.942519836,-1.22141427,1.599630097,-0.738837775,-0.153550876,0.674621569,-0.129415947,-0.14859161,0.454090029,-0.13874715,0.003443602,0.240011339,0.029749959,-0.081666882,0.195943461,-0.05480453,0.012793628,0.140028821,0.012789262
bee,bee_06,20,2010,2039,0.099840983,0.121548027,0.138004974,0.105938185,0.132235182,0.112216227,0.088175279,0.065408681,0.036321736,0.058379897,0.04193083,0.488394567,0.238173367,0.290216423,1.682863299,0.88611157,0.882012723,0.050117951,0.529987911,0.506334459,0.205188644,259.6802098,243.9336808,69.89051148,140.7112756,135.9632685,29.86195406,238.949874,192.953389,187.4684264,184.755068,101.0739407,369.510135,45.68888853,14.92581591,4.868107371,14.40437173,4.086821138,2.540970494,4.529722191,-1.2198966,1.496166338,-1.079478219,-0.462758426,0.696085059,-0.524872347,-0.057546736,0.450498885,0.004089468,0.003348858,0.231722756,0.007906674,-0.127510485,0.171330344,-0.096477254,0.015472443,0.108685852,0.016623098
bee,bee_06,20,2040,2069,0.101088366,0.117437613,0.130757703,0.101116519,0.129689985,0.115007361,0.094367029,0.071854802,0.039945662,0.061741589,0.036993371,0.476571568,0.230806504,0.304902453,1.563029631,0.898948762,0.90149929,0.054031784,0.57075613,0.591063667,0.233151109,275.803264,264.1833408,75.9080534,148.6525328,151.5434891,36.31997032,229.3367197,216.8475984,175.2583117,184.755068,117.2794812,435.494088,55.4865058,16.52098125,6.169211823,17.2491208,3.680910904,2.825614609,3.644483071,-1.251639486,1.566121285,-0.846351218,-0.209156198,0.820433963,-0.204522935,-0.098512941,0.486765969,-0.068971051,0.013450882,0.264657985,0.00797226,-0.111139727,0.202055572,-0.054974619,0.017087998,0.134928108,0.014636813
bee,bee_06,20,2055,2084,0.055193291,0.071492601,0.090559335,0.079376835,0.11670341,0.121657633,0.117176441,0.103784833,0.065149056,0.114730317,0.064176249,0.408297212,0.196080245,0.465016896,0.878026618,0.901504373,0.899255553,0.038175411,0.548562872,0.541225472,0.180988858,323.701554,316.6182986,92.1209653,138.1144452,131.2552638,28.67938405,212.8577715,200.778786,277.0092668,277.132601,147.8824959,659.839527,52.58721089,18.1310932,5.043474959,18.36545322,2.261459877,3.323327699,2.74598877,-2.29430165,1.835398006,-2.540615763,0.150734141,0.839347978,0.194273792,-0.362875113,0.597797992,-0.329533433,0.047779601,0.308686485,0.038129956,-0.139142573,0.270105687,-0.118939655,0.017750084,0.1589297,0.023954113
bee,bee_06,20,2120,2149,0.13079844,0.148290622,0.158355335,0.115660733,0.136352547,0.105939115,0.073606142,0.046911989,0.022818455,0.033628564,0.027638058,0.516307731,0.25201328,0.204603207,2.52345864,0.886678781,0.874351215,0.054425229,0.513297461,0.455837145,0.233941937,252.1466652,241.0323336,58.93243797,138.7026107,131.3342239,35.78378699,241.0140155,206.6083914,173.6549634,184.755068,117.5258621,739.02027,59.88543593,14.43254938,4.210599184,14.87953979,4.701052922,2.364947346,5.179066011,-1.278747209,1.296881681,-1.19668119,-0.304005889,0.748496311,-0.356966257,0.034862061,0.357927953,0.032515478,-0.061573833,0.269002641,-0.027125556,-0.074309578,0.162046165,-0.054100109,-0.000433797,0.125784046,0.018489697
bee,bee_06,20,2150,2179,0.076491222,0.101663856,0.127866552,0.107623208,0.146075999,0.132826015,0.106528891,0.075754799,0.038573461,0.053229902,0.033366096,0.514391773,0.253699207,0.307453149,1.673073688,0.904529227,0.899686703,0.049496903,0.589374338,0.568788492,0.220877876,269.5997268,265.9893379,57.52749185,149.9055686,149.3231473,35.35926741,238.6189184,210.7252497,182.7817157,184.755068,92.53891165,448.690879,62.78473083,13.64836279,5.247899669,13.86364711,3.930513061,2.110178633,3.958267941,-1.158265293,1.199031889,-1.117535284,-0.347098035,0.721913397,-0.335976144,-0.017299567,0.41330388,0.000821477,-0.062510215,0.234635595,-0.044911573,-0.099757143,0.153881226,-0.077122837,0.017471511,0.124836446,0.008471917
bee,bee_06,20,2180,2209,0.131356385,0.152446672,0.163123542,0.117104383,0.133559846,0.098726211,0.065373919,0.040993849,0.020791512,0.03598371,0.04053997,0.512513983,0.25066423,0.20368296,2.516233973,0.915021518,0.917745325,0.050220911,0.663595333,0.686603398,0.198288803,272.1795891,264.4464475,54.50751425,166.7597986,166.7131127,31.39900301,229.9144572,215.3294808,158.1148175,171.558277,80.19766259,422.297297,63.38458495,10.91763813,5.232213623,10.07544863,3.474872957,1.782456021,3.346437239,-0.496766417,0.829508836,-0.622083847,-0.451250025,0.496160899,-0.32460345,-0.068440034,0.256755685,-0.044174886,0.002307217,0.195769599,-0.006595524,-0.064531815,0.131463723,-0.056076873,-0.030001024,0.083992546,-0.008155287
bee,bee_06,20,2210,2239,0.129704333,0.144268316,0.152292022,0.111186312,0.132537764,0.105821339,0.076718523,0.051467362,0.026081419,0.039177854,0.030744755,0.501837437,0.243724076,0.224189914,2.238447881,0.90049764,0.907131144,0.054534877,0.577928522,0.607024421,0.241388172,263.9496665,261.7929933,59.60526583,151.2657962,153.1189422,35.5723525,217.5878186,206.3164233,165.8848905,184.755068,103.400633,514.674831,60.5852657,15.23677204,6.357784894,16.71991917,4.141446208,2.42442579,3.719243319,-1.132946066,1.348047178,-0.746459168,-0.272485873,0.655914177,-0.234580435,-0.050190888,0.351508465,-0.056659481,-0.034838397,0.244697636,0.015359214,-0.087281836,0.172801747,-0.065413506,0.011467992,0.129993598,0.014878353
bee,bee_06,20,2235,2264,0.128469354,0.143055552,0.151465292,0.11106412,0.133152846,0.107062127,0.078004326,0.052271749,0.02625586,0.038598069,0.030600706,0.502744385,0.244216966,0.225730709,2.227186484,0.881760192,0.877978725,0.050826727,0.493844638,0.471697426,0.219456134,248.6865346,241.2048728,55.17736178,136.6413481,132.7447887,30.09153164,197.4672532,182.8319548,184.878402,184.755068,96.81577038,382.706926,53.88689477,15.92287125,4.434561791,16.50547501,4.832261506,2.393087028,4.808774252,-1.415438353,1.359483533,-1.356313331,-0.276433877,0.747765009,-0.298412985,0.037716596,0.382126388,-0.003938324,-0.026326978,0.284713942,0.019340768,-0.066771664,0.192181259,-0.061261199,-0.000120353,0.136662753,0.027583544
bee,bee_06,20,2330,2359,0.128331748,0.151289343,0.164634828,0.119937423,0.138593054,0.1034487,0.068231602,0.041527353,0.019978792,0.031701762,0.032325394,0.526614005,0.258530477,0.193764904,2.717798708,0.907650893,0.916540783,0.051582951,0.620633157,0.671651609,0.219006485,266.578462,266.1904988,49.88527901,158.9357721,161.5993729,34.55995741,225.5642076,213.3359415,157.8681485,184.755068,78.32462905,329.919764,61.38507121,11.72159941,4.80172074,11.1354044,3.865019527,2.022506747,3.349406496,-0.75598883,1.004943487,-0.696256935,-0.405543885,0.578861004,-0.335818595,-0.031502313,0.327437209,-0.059210034,-0.017821988,0.225400972,0.009094678,-0.075917683,0.131044572,-0.050702549,-0.000221183,0.100819257,0.009252904
